user_id,item_id,recommend,year_posted,sentiment_analysis
76561198055723928,230410,1,2014,1
76561198051064887,620,1,2014,1
Calesti,239820,1,2013,2
Calesti,1250,1,2012,1
doyouevensmokeweed,250340,0,2015,0
doyouevensmokeweed,385800,1,2015,1
doyouevensmokeweed,417860,1,2015,0
doyouevensmokeweed,251870,1,2015,2
doyouevensmokeweed,242760,1,2015,2
doyouevensmokeweed,24960,1,2015,0
doyouevensmokeweed,4000,1,2015,0
doyouevensmokeweed,334660,1,2014,2
76561198060459268,252490,1,2014,1
76561198060459268,440,1,2013,1
APCameron,730,1,2014,2
lestrepo,4000,1,2014,2
camjker,304930,1,2015,1
76561198068177117,219150,1,2014,2
76561198089135179,301520,1,2015,2
76561198089135179,252490,1,2014,2
76561198023634778,730,1,2014,2
76561198023634778,440,1,2010,1
NetherCasts,98400,1,2014,2
NetherCasts,440,1,2012,1
Canda,570,1,2015,2
DemonRainDrops,242570,1,2014,0
DemonRainDrops,248610,1,2015,2
DemonRainDrops,9450,1,2015,0
Spitfire182GE,214950,1,2013,2
Spitfire182GE,236390,1,2013,2
Spitfire182GE,311210,0,2015,1
Spitfire182GE,224480,1,2014,2
Spitfire182GE,10500,1,2013,0
Spitfire182GE,238320,1,2014,2
Spitfire182GE,277590,1,2014,2
thfbgfsbgfbgfbgfsbgbffb,220200,1,2015,1
SuchDogeMuchWoW,550,1,2014,1
SuchDogeMuchWoW,301520,1,2014,0
mumbo3352,440,1,2014,2
brawlisforwii,240,1,2014,2
brawlisforwii,230410,1,2014,1
brawlisforwii,233270,1,2014,2
brawlisforwii,252490,1,2014,2
76561198069758759,393420,1,2015,1
76561198069758759,22380,1,2014,1
76561198069758759,352950,1,2015,2
76561198069758759,221100,1,2015,1
TheAmazingSpot,730,1,2015,0
TheAmazingSpot,232090,1,2015,2
TheAmazingSpot,322330,1,2014,2
5554Grovesy,236390,1,2013,2
GimmedatUnusual,398100,1,2015,1
GimmedatUnusual,264200,1,2015,1
GimmedatUnusual,260230,1,2015,0
GimmedatUnusual,270370,1,2015,1
GimmedatUnusual,4000,1,2014,2
captainmehico,620,1,2014,1
captainmehico,218680,1,2014,2
76561198074558199,238960,1,2013,2
Rectzonic,200940,0,2014,1
thaSaltyestOfCaptains,236430,1,2014,1
76561198024305714,238320,1,2014,0
CapSpook,22300,1,2014,1
CapSpook,219150,1,2014,2
CapSpook,310380,1,2015,2
76561198024310116,34900,0,2014,0
76561198024310116,8870,1,2014,2
76561198024310116,218230,0,2015,1
76561198024310116,333930,1,2015,1
76561198024310116,272890,0,2015,1
76561198024310116,57300,1,2015,0
76561198024310116,200260,1,2015,2
76561198024310116,252950,1,2015,2
76561198024310116,209650,1,2015,2
76561198024310116,35140,1,2015,2
thejotang,221100,0,2015,2
thejotang,730,1,2015,0
thejotang,252490,1,2015,1
thejotang,107410,1,2015,1
76561198073297020,219150,1,2015,2
76561198066118331,292030,1,2015,1
76561198066118331,200710,1,2015,0
76561198066118331,730,1,2015,1
CapCheeze,417860,1,2015,2
CapCheeze,4000,1,2014,2
CapCheeze,304930,1,2014,2
captainfez,297350,1,2015,2
76561198138045913,208090,0,2015,0
76561198138045913,70100,1,2015,2
76561198138045913,334230,1,2015,0
76561198138045913,42120,0,2015,0
76561198138045913,102500,1,2015,2
Hobo_Ed,4000,1,2015,1
Hobo_Ed,230410,1,2015,2
Hobo_Ed,218230,1,2015,2
76561198083390406,239140,1,2015,0
SteamPunkDude227,440,1,2014,2
SteamPunkDude227,253710,0,2015,2
SteamPunkDude227,17390,1,2014,2
jskode,218230,1,2013,2
carlixx766,205100,1,2014,1
76561198046431850,304930,1,2015,2
76561198046431850,246280,0,2015,0
76561198046431850,7940,0,2014,1
76561198046431850,440,1,2015,2
76561198046431850,250420,1,2015,2
Carlos926,17080,0,2014,0
Carlos926,291550,1,2015,1
Carlos926,222520,1,2014,2
Carlos926,550,1,2013,2
f4fphoenix,242920,1,2014,1
76561198071509926,72850,1,2013,0
76561198071509926,8870,0,2014,0
76561198088974596,252950,1,2015,1
76561198071755096,105600,1,2014,1
76561198071755096,301520,1,2014,2
tomas13a,258520,1,2015,1
tomas13a,330840,1,2015,2
tomas13a,206440,1,2015,2
76561198044224232,24200,1,2014,2
krittabun,252490,1,2014,1
CatKawaii,440,1,2013,2
cazaman11,204300,1,2014,1
76561198079652562,305620,1,2014,1
CB0ng,377160,1,2015,0
CB0ng,252490,1,2015,2
CB0ng,440,1,2012,2
76561198059899740,24200,1,2013,1
76561198054131489,367670,1,2015,2
76561198054131489,300380,1,2014,1
76561198054131489,376870,1,2015,2
76561198054131489,313120,1,2015,1
CCP115,440,1,2012,1
76561198090431959,35140,1,2014,2
76561198090431959,208090,1,2014,2
76561198090431959,304930,1,2014,2
76561198054767146,4570,1,2014,1
76561198054767146,3910,1,2013,1
76561198054767146,220900,1,2013,1
76561198054767146,295990,0,2015,1
76561198054767146,440,1,2015,2
76561198081434413,236430,1,2014,2
centor111,252490,1,2014,1
centor111,264140,1,2014,0
Lord_Marius,236390,1,2014,2
FinalBreakers,218620,1,2014,1
FinalBreakers,224260,1,2014,1
ClickOnThisLinkToAddMe,55230,1,2013,2
ClickOnThisLinkToAddMe,49520,1,2015,2
Chinnigan,265930,1,2014,2
Chinnigan,219680,0,2014,0
Chinnigan,263020,1,2014,2
dannysfatass,322330,1,2015,2
dannysfatass,230410,1,2015,0
dannysfatass,359050,1,2015,1
jbbuena,238960,1,2013,0
jbbuena,203160,1,2013,2
76561198072431907,212480,1,2013,1
Ch3nst3r,261640,1,2015,2
76561198087135044,440,1,2013,1
10101010101010109,244850,1,2014,2
thepedrochamp,250900,1,2015,2
auschandler,40100,1,2013,2
auschandler,47410,1,2013,2
auschandler,218230,1,2013,2
auschandler,570,1,2013,2
auschandler,440,1,2012,2
auschandler,400,1,2011,2
auschandler,41300,1,2011,2
changingmags,252490,1,2014,2
76561198026886919,230410,1,2014,2
ChaoticRampage,72850,1,2015,1
76561198054761819,730,1,2014,2
Seralox,440,1,2015,1
76561198033883963,211420,0,2014,0
76561198064600203,49520,0,2015,0
BirdieZ,333930,1,2015,2
topkeklord7,51100,0,2014,0
topkeklord7,42680,0,2014,0
topkeklord7,91700,1,2015,1
76561198071117635,8930,1,2014,2
djcharles02,730,1,2015,0
djcharles02,221640,1,2013,2
76561198039506014,233250,0,2014,1
76561198039506014,311340,1,2014,2
76561198039506014,225540,0,2015,1
76561198039506014,244850,0,2014,1
76561198088838638,207140,1,2014,1
76561198042441420,47870,1,2015,1
76561198042441420,4700,1,2014,1
76561198062406902,252490,1,2014,2
76561198072346840,243870,1,2015,2
76561198072346840,355840,1,2015,2
76561198072346840,304050,1,2015,1
76561198072346840,346900,1,2015,2
76561198072346840,317360,1,2015,1
76561198072346840,230410,1,2015,2
76561198072346840,222900,1,2014,2
11925219096,12210,1,2015,1
pokeylegs,440,1,2012,2
evankohgj,91310,1,2014,1
evankohgj,391540,1,2015,1
evankohgj,211420,1,2014,1
evankohgj,236430,1,2014,2
evankohgj,48700,1,2014,2
76561198081284814,4000,1,2015,2
76561198044585909,4000,1,2013,1
76561198093166360,403190,1,2015,1
chiefnemes,363970,1,2015,2
76561198091066992,730,1,2014,2
76561198084705916,274170,1,2015,1
76561198065949365,252950,1,2015,1
buttmutt,282800,1,2014,0
76561198075850578,440,1,2014,1
76561198067285046,423880,1,2015,2
76561198067285046,440,1,2015,1
76561198067285046,417860,1,2015,2
76561198067285046,218620,1,2015,0
chpmnksnpr,304930,1,2014,0
Elchiruuuu114,207610,1,2014,1
76561198085916165,22320,1,2014,2
76561198085916165,550,1,2013,1
76561198085916165,400,1,2014,2
76561197994404698,218230,1,2013,1
76561197994404698,43160,1,2013,1
76561197994404698,8870,1,2013,2
76561197994404698,205100,1,2013,2
76561197994404698,13230,1,2012,2
76561197994404698,440,1,2011,2
76561198092369007,242920,1,2015,1
76561198092369007,48700,1,2015,1
76561198092369007,304930,1,2015,2
76561198092369007,270550,1,2015,1
76561198092369007,301640,1,2015,2
76561198092369007,363970,1,2015,2
76561198092369007,105600,1,2015,0
76561198092369007,295110,0,2015,1
76561198092369007,249050,1,2015,1
chocodude,42910,1,2013,1
chocodude,248820,1,2014,2
76561198058192790,346110,1,2015,1
76561198058192790,730,1,2014,1
TempaDick,417860,1,2015,1
TempaDick,387860,1,2015,1
76561197968205306,49520,1,2014,2
Chopstar1,218620,1,2014,1
76561198063765495,4000,1,2015,1
DSvictory,346110,1,2015,0
DSvictory,351290,1,2015,1
DSvictory,224260,1,2015,2
barcafan835,205910,1,2013,2
barcafan835,240,1,2013,2
barcafan835,346010,1,2015,1
barcafan835,266510,1,2015,0
Chri-SEX-iled,105600,1,2014,2
76561198017957749,304930,0,2015,0
HyperionDooM93,218620,1,2014,2
HyperionDooM93,730,1,2014,1
HyperionDooM93,304050,1,2015,0
HyperionDooM93,293500,1,2014,2
HyperionDooM93,322330,1,2014,1
HyperionDooM93,225280,1,2014,1
HyperionDooM93,49520,1,2014,1
HyperionDooM93,230410,1,2014,1
HyperionDooM93,238460,1,2014,1
76561198014580082,239220,0,2014,0
76561198014580082,219890,1,2015,1
76561198014580082,105600,1,2014,1
76561198014580082,630,1,2013,2
chewyi,730,1,2014,1
chewyi,240,1,2015,1
chewyi,212070,1,2015,1
chewyi,209650,0,2015,1
chewyi,22350,0,2015,0
chewyi,252950,1,2015,2
chewyi,10,1,2014,2
chewyi,570,1,2014,0
Rekoonoftherekoons,304930,1,2015,2
Rekoonoftherekoons,113400,1,2014,2
cianaatech,249130,1,2014,2
Phor8,269210,1,2014,2
ciku85,570,1,2014,2
76561198091490622,9180,1,2013,2
disizmehprofile,227680,0,2015,1
disizmehprofile,330710,1,2014,2
disizmehprofile,223490,0,2014,1
disizmehprofile,221640,1,2014,0
DiamondSwordBeGod,239660,1,2013,1
DiamondSwordBeGod,204300,1,2014,2
DiamondSwordBeGod,15000,0,2015,1
DiamondSwordBeGod,91700,1,2014,2
76561198051461196,240,1,2014,1
plskillmenow,342380,1,2015,0
76561198034463083,243560,1,2015,1
greenclaweddragon,105600,1,2014,2
greenclaweddragon,440,1,2014,2
greenclaweddragon,570,1,2014,2
greenclaweddragon,72850,1,2014,2
greenclaweddragon,261640,1,2014,2
76561198065705830,242880,1,2014,2
cloneninjalol,207610,1,2014,1
michaelbruce,730,1,2015,1
michaelbruce,252490,1,2015,1
michaelbruce,208090,1,2014,1
76561198064609857,291480,0,2014,1
76561198076069088,274900,1,2015,2
76561198076069088,253430,1,2015,2
76561198076069088,346110,1,2015,1
76561198076069088,440,1,2014,1
Slayer-Bld,440,1,2015,2
76561198085107888,440,1,2013,2
splonkeydonkey,252950,1,2015,2
76561198047185717,252490,0,2014,1
76561198053175659,211820,1,2014,2
stingingroger,22380,1,2015,1
PotatoMan1,113020,1,2014,2
76561198060870618,227940,0,2015,1
76561198060870618,304930,1,2014,1
76561197982665201,319630,1,2015,1
76561197982665201,232430,1,2014,2
76561197982665201,345820,1,2015,1
76561198096443555,730,1,2015,1
76561198096443555,221100,0,2014,0
76561198096443555,227940,1,2014,1
76561198096443555,263540,0,2014,0
76561198096443555,295110,1,2015,1
76561198096443555,241930,1,2014,1
76561198096443555,252490,1,2014,0
comicalcorn,49520,1,2014,1
comicalcorn,206420,1,2014,2
16538,205100,1,2013,1
16538,250320,1,2014,1
76561198050243948,72850,1,2014,1
KetsuKixBunni,550,1,2015,1
76561198079356698,25000,1,2014,1
Engurneer,304930,1,2015,1
Engurneer,218230,1,2015,0
Engurneer,620,1,2015,2
Engurneer,221910,1,2015,0
Engurneer,72200,0,2015,2
Engurneer,233250,0,2014,2
Fried_Bacon,237930,1,2015,2
Fried_Bacon,105600,1,2015,2
Fried_Bacon,49520,1,2015,0
Alzahar,337040,1,2014,1
Alzahar,35450,1,2014,2
Alzahar,219640,1,2014,2
_fatlass_,57300,1,2014,1
CoNnEcT500BR,730,1,2015,0
CoNnEcT500BR,33930,1,2015,2
CoNnEcT500BR,42910,1,2014,1
CoNnEcT500BR,620,1,2014,1
CoNnEcT500BR,8930,1,2015,1
CoNnEcT500BR,302670,1,2015,2
Meyjax,307780,0,2015,0
Meyjax,232090,1,2015,1
Meyjax,332800,1,2014,2
76561198051976770,1250,1,2013,1
76561198064532072,105600,1,2015,2
MrStealYourGirlZ,200210,1,2015,2
MehPonys,4000,1,2013,1
MehPonys,226700,1,2014,1
76561198072036519,730,1,2015,2
76561198064427658,311210,0,2015,0
76561198064427658,207490,0,2015,1
76561198064427658,210770,1,2015,1
76561198040900746,550,1,2013,1
COOKIESCOOKIES123,218620,1,2014,1
COOKIESCOOKIES123,236110,1,2014,1
COOKIESCOOKIES123,200510,1,2014,1
kodiakbear52,271590,1,2015,2
kodiakbear52,49520,1,2013,2
76561198040183690,346110,1,2015,1
76561198040183690,327890,1,2015,1
76561198040183690,334040,0,2015,2
76561198040183690,350150,0,2015,1
76561198040183690,344760,1,2015,1
76561198040183690,265750,1,2014,1
76561198040183690,265930,1,2014,1
Haydzz,4000,1,2014,1
76561198074571299,440,1,2014,2
76561198074571299,204360,1,2015,2
76561198074571299,730,1,2014,1
76561198075584298,440,0,2014,0
76561198075584298,243870,0,2014,0
coollord,440,1,2015,1
zombiehackerbrah,205100,1,2015,1
zombiehackerbrah,287390,1,2015,1
76561198142398530,440,1,2015,1
76561198142398530,4000,1,2015,1
76561198142398530,304930,1,2015,1
essex666,211420,1,2014,0
76561198146831507,227940,1,2015,1
76561198146831507,48700,1,2015,2
aaronaaronaaron,335840,1,2015,0
aaronaaronaaron,570,1,2012,0
76561198038904573,230410,1,2013,2
coregetsscores,218620,1,2015,1
76561198098364705,730,1,2014,2
CornBeard,91310,1,2014,2
CornBeard,4000,1,2014,2
CornBeard,440,1,2014,0
CornBeard,216250,1,2013,1
CornBeard,352460,1,2015,2
CornBeard,49520,1,2014,2
CornBeard,240,1,2014,2
PintoProAlto,245550,1,2014,1
PintoProAlto,570,1,2014,1
PintoProAlto,219640,1,2015,1
PintoProAlto,4000,1,2014,1
PintoProAlto,113200,1,2013,2
PintoProAlto,440,1,2014,1
PintoProAlto,204360,1,2015,1
PintoProAlto,620,1,2013,2
76561198061187428,55230,1,2014,2
76561198061187428,214490,1,2014,0
76561198061187428,252490,0,2015,0
76561198061187428,304930,0,2014,2
76561198061187428,22370,1,2014,0
Corporal_Punishment,220200,1,2015,1
Corporal_Punishment,440,1,2015,0
76561198097864769,500,1,2014,2
76561198082142359,730,1,2015,2
Aviatorch,4000,1,2014,2
santa100,570,1,2014,1
Bad_Sleeping_Pattern_101,8190,1,2015,0
76561198044664331,8930,1,2013,1
sealbloke,228380,1,2014,2
723943123,239140,1,2015,2
723943123,221100,1,2014,1
723943123,218620,1,2015,2
723943123,209870,0,2015,1
723943123,271590,1,2015,1
723943123,107410,1,2015,2
76561198095457579,206210,1,2014,2
CaptMcMurder,265630,1,2014,1
CaptMcMurder,244850,1,2014,2
CaptMcMurder,208090,1,2014,1
76561198050407999,730,1,2015,1
crualninja,401190,1,2015,1
PokeyStabbyThing,222880,1,2014,2
fireawesome,252490,1,2014,2
Crafe,200210,0,2014,2
Crafe,219150,1,2015,0
Crafe,332500,1,2015,1
Crafe,233450,1,2015,1
chocolate-donut-king,4000,1,2013,2
chocolate-donut-king,730,1,2015,2
chocolate-donut-king,440,1,2013,2
HotDogKid47,317820,1,2015,2
HotDogKid47,730,1,2014,0
HotDogKid47,440,1,2014,1
crashsg32hatesspam,265930,0,2014,2
crashsg32hatesspam,266490,1,2014,1
crashsg32hatesspam,72850,1,2014,1
crashsg32hatesspam,31280,1,2014,2
crashsg32hatesspam,234710,1,2014,2
crashsg32hatesspam,233720,1,2014,2
crashsg32hatesspam,207490,1,2013,2
76561198068831727,7670,1,2015,2
76561198068831727,238460,1,2015,2
76561198068831727,230410,1,2015,2
76561198068831727,227300,1,2015,0
76561198068831727,8850,0,2015,1
76561198068831727,8870,1,2015,2
76561198068831727,286100,1,2014,2
note551,730,1,2014,1
note551,72850,1,2014,2
note551,230410,1,2013,1
note551,99900,1,2013,1
note551,440,1,2013,1
76561198093983570,360940,1,2015,1
76561198093983570,252330,1,2014,2
artem_zhigarev,221100,1,2014,1
76561198073515046,219640,1,2013,2
76561198007571248,222730,1,2013,2
76561198007571248,12900,1,2013,2
13971397,22380,1,2014,2
13971397,312990,1,2014,0
CRAZYASIANGAMER1,204100,1,2014,2
CRAZYASIANGAMER1,550,1,2014,2
Dythoras,346900,1,2015,1
Dythoras,72850,1,2014,0
Dythoras,550,1,2014,2
76561198045865055,440,1,2012,0
76561198045865055,570,0,2015,1
CrazyKidGo,72850,1,2014,2
CrazyKidGo,293260,1,2015,1
CrazyKidGo,204360,0,2015,0
CrazyKidGo,269210,1,2014,2
76561198103389855,10090,1,2015,2
76561197983697443,236390,1,2013,2
76561197983697443,209870,1,2013,2
76561197983697443,730,1,2012,2
76561197983697443,306130,1,2014,1
76561197983697443,219640,1,2014,2
76561197983697443,243470,1,2014,2
76561197983697443,248140,0,2013,2
76561197983633274,4920,1,2014,2
76561198080133542,204300,1,2014,2
76561198095839864,212680,1,2014,1
76561198095839864,264140,1,2014,2
76561198095839864,440,1,2013,2
76561198095839864,210770,1,2014,2
76561198095839864,252490,1,2014,1
76561198095839864,298160,1,2015,1
76561198095839864,247950,1,2015,1
76561198095839864,105600,1,2013,1
mrwillsy,113200,1,2014,1
Razorleaff,322070,1,2014,2
Razorleaff,211820,1,2013,0
Razorleaff,340340,1,2015,1
76561198047639654,241930,1,2014,2
76561198047639654,107410,1,2014,0
76561198092068521,400,1,2015,1
76561198092068521,220,1,2015,2
76561198092068521,224260,0,2014,1
76561198086428888,252490,1,2014,1
icripsy,72850,1,2014,1
3046123,4000,1,2015,1
crixis48,303390,0,2015,2
crixis48,220,1,2014,1
crixis48,266430,1,2014,2
crixis48,312990,1,2014,1
crixis48,246420,1,2014,2
76561198028072716,221100,1,2014,2
76561198028072716,730,1,2015,1
76561198028072716,206210,1,2012,2
76561198088699917,72850,1,2014,1
76561198088699917,380,0,2014,2
76561198048996327,17410,1,2014,1
Crudetasmanian,34010,1,2013,2
n00bsh0t,570,1,2014,2
76561197993847898,249050,1,2015,1
76561197993847898,238320,1,2014,2
Cryotechnic68,298630,1,2015,1
Cryotechnic68,730,1,2015,0
caffinatedshit,207610,1,2013,1
caffinatedshit,55230,1,2012,1
caffinatedshit,225600,1,2014,2
caffinatedshit,13140,1,2012,2
caffinatedshit,250320,1,2013,2
caffinatedshit,8190,1,2012,2
caffinatedshit,72850,1,2012,2
caffinatedshit,8980,1,2012,2
baeritto,4000,1,2014,1
Makurii,218620,1,2014,2
Makurii,22380,1,2015,1
Makurii,248820,1,2014,0
Makurii,102500,1,2014,0
Makurii,730,1,2014,2
76561197976370569,260230,1,2015,1
76561198043043907,393420,1,2015,1
76561198087515956,440,1,2013,2
76561198087515956,230410,1,2015,2
ManaGenji,253250,1,2015,0
ManaGenji,233150,1,2015,1
chewintheCUD,40800,1,2011,2
76561198064663981,48700,1,2014,1
76561198064663981,212680,1,2014,1
76561198064663981,730,1,2014,2
76561198064663981,248570,1,2014,2
Mishman44,550,1,2011,2
76561198052266063,22330,1,2015,2
CupcakesArePainful,289130,1,2015,1
theartificialchicken,218230,1,2014,2
76561198066876703,230410,1,2015,2
curtiits,730,1,2013,2
curtiits,311210,1,2015,1
76561198025628522,207610,1,2015,2
76561198025628522,242760,1,2015,2
deathbyFIREWORKS,49520,1,2013,1
76561198127261950,230050,1,2015,1
76561198127261950,440,1,2015,1
76561198127261950,72850,1,2015,2
Endless_Funn,440,1,2014,2
76561198077828707,730,1,2015,2
CheeZeIzLuv,243870,1,2014,1
CheeZeIzLuv,570,1,2014,0
CheeZeIzLuv,208090,1,2014,0
CheeZeIzLuv,49520,1,2014,2
CheeZeIzLuv,550,1,2014,1
CheeZeIzLuv,440,1,2014,0
76561198071333155,251570,1,2015,1
scyana4,265061,1,2014,2
scyana4,4000,1,2014,2
scyana4,224260,1,2015,1
scyana4,201570,1,2014,0
scyana4,221040,1,2015,0
scyana4,730,1,2015,1
76561198010871424,384310,1,2015,2
76561198010871424,242920,1,2014,2
76561198029595343,108600,1,2014,2
cyroth,214490,1,2015,2
cyroth,250620,1,2014,2
cyroth,207610,1,2013,2
cyroth,1510,1,2011,2
Cystrade,301520,1,2014,1
76561198073775164,105600,1,2014,1
76561198098156317,304930,1,2014,2
catdownstairz,219740,1,2014,1
catdownstairz,218620,1,2013,1
SpookyTheNotCuteGhost,4000,1,2015,1
SpookyTheNotCuteGhost,271590,1,2015,1
d00dlebanger,218620,1,2014,1
hobostan,440,1,2014,2
D3V3D,440,1,2012,2
76561198099408755,286160,1,2015,2
76561198075153461,34330,1,2015,2
76561198081375074,244850,1,2015,2
76561198081375074,223470,0,2015,1
gearlan,304930,1,2014,1
gearlan,344760,1,2015,1
gearlan,227680,0,2013,1
heilmeinyellerr,211820,1,2014,1
76561198080574444,49520,1,2015,2
thets_racist,301520,0,2015,2
thets_racist,65980,1,2015,2
thets_racist,250500,1,2015,1
thets_racist,248820,1,2015,2
DakiniBrave,206440,1,2015,0
DakiniBrave,307070,1,2015,2
DakiniBrave,313340,1,2014,0
DakiniBrave,236090,1,2014,1
76561198099912561,233450,1,2015,2
Dubzayyy,332800,1,2014,0
ImTheSloth,271590,0,2015,1
ImTheSloth,265930,1,2014,1
ImTheSloth,208090,1,2014,1
twinturboskyline,55230,1,2014,1
twinturboskyline,1250,1,2014,1
twinturboskyline,39000,1,2014,1
twinturboskyline,4500,1,2014,1
Dansnaith,730,0,2014,0
domeweed,218620,1,2015,1
domeweed,440,1,2014,1
itsdandytime,220860,1,2014,0
itsdandytime,281820,0,2014,0
itsdandytime,10180,0,2014,0
itsdandytime,4000,1,2014,1
76561198057762473,304050,1,2015,1
76561198057762473,208090,1,2014,1
76561198057762473,200710,1,2014,2
76561198070549039,244230,0,2014,0
76561198026203679,218620,0,2015,1
76561198024978857,251570,1,2014,2
76561198024978857,417860,1,2015,1
greedylilshit,6060,1,2014,1
rainbowexplosian,224260,1,2013,0
rainbowexplosian,318530,1,2015,1
rainbowexplosian,227100,0,2014,2
rainbowexplosian,104900,1,2014,1
rainbowexplosian,8870,1,2014,1
rainbowexplosian,233720,1,2014,1
rainbowexplosian,380,1,2014,2
rainbowexplosian,203810,1,2012,2
rainbowexplosian,353560,1,2015,2
Alpha_m0use,252490,1,2013,0
76561198072343532,730,1,2015,2
76561198072343532,304930,1,2015,2
76561198072343532,218230,1,2013,1
76561198047633346,1250,1,2013,1
76561198047633346,349700,1,2015,0
29123,333930,1,2015,0
29123,104700,1,2015,1
29123,440,1,2014,2
76561198048139138,221380,1,2013,2
76561198048139138,550,1,2013,1
76561198048139138,8930,1,2014,2
76561198048139138,209080,1,2013,1
76561198089191476,440,1,2014,1
76561198089191476,204360,1,2015,2
hardtostopme,318220,1,2014,1
hardtostopme,300380,1,2014,2
hardtostopme,271590,1,2015,2
hardtostopme,303820,1,2015,1
hardtostopme,227300,1,2015,2
hardtostopme,207610,1,2014,1
hardtostopme,263280,1,2014,1
76561198048123785,233860,1,2014,2
captainamerica9662,313120,1,2015,0
captainamerica9662,251570,1,2014,1
darhmonkey,25980,1,2013,1
darhmonkey,203810,1,2012,2
gftdfc,218620,1,2015,0
gftdfc,105600,1,2011,2
gftdfc,1250,1,2011,1
76561198074333465,224760,1,2014,2
DarkKnight2599,730,1,2015,2
DarkKnight2599,440,1,2015,2
76561198079314761,227700,1,2014,1
76561198079314761,246700,1,2014,1
76561198079314761,236090,1,2014,0
76561198079314761,237310,1,2014,1
76561198079314761,209540,1,2014,2
76561198079314761,230410,1,2014,2
76561198093167547,105600,1,2013,1
76561198093167547,570,1,2014,1
76561198093167547,4000,1,2014,2
76561198072534476,210770,1,2014,2
Darknight234,730,1,2014,1
Darknight234,218230,1,2013,1
Darknight234,206190,1,2013,0
Darknight234,203850,1,2013,0
Thedarkpotato,250900,1,2014,1
76561198072331629,22380,1,2014,2
The_Dark_Liger,262060,1,2015,2
Dark_samaCH_PONY,289650,1,2014,2
Dark_samaCH_PONY,282900,1,2015,1
Dark_samaCH_PONY,301760,1,2014,1
Dark_samaCH_PONY,1840,1,2013,2
Jakey_Cee,344760,0,2015,1
Jakey_Cee,351290,0,2015,1
Jakey_Cee,206210,1,2015,2
Jakey_Cee,730,1,2015,2
Jakey_Cee,299860,0,2014,0
DANGERMOOOUSE,22370,1,2013,1
DANGERMOOOUSE,105600,1,2012,2
DANGERMOOOUSE,440,1,2012,1
agenteagle,60,1,2013,0
agenteagle,24240,1,2014,2
agenteagle,30,1,2013,2
agenteagle,323500,1,2014,2
DarthDunsparce,6060,1,2015,1
DarthDunsparce,49520,1,2014,1
DarthDunsparce,319510,0,2015,0
DarthDunsparce,630,1,2015,2
DarthDunsparce,99900,0,2015,1
DarthDunsparce,102700,0,2015,0
DarthDunsparce,38830,0,2015,0
DarthRhys,344760,0,2015,0
DarthRhys,570,1,2015,1
DarthRhys,273350,1,2015,1
76561198051313306,238090,1,2014,2
76561198051313306,221100,1,2014,2
darvvin,239820,1,2015,1
darvvin,368990,0,2015,1
darvvin,218620,0,2015,1
darvvin,570,1,2014,2
darvvin,4000,1,2014,0
darvvin,730,1,2015,1
dascorpi0n,43160,1,2013,2
dascorpi0n,4000,1,2011,2
Dascuugen,331600,1,2015,0
Dascuugen,211420,1,2014,2
Dwash,246620,1,2014,2
Dwash,216150,0,2015,1
Dwash,301520,1,2014,2
itsmeDiegoXD,570,1,2014,1
76561198079118839,440,1,2015,2
quickquack,730,1,2015,2
76561198068148027,227300,1,2014,2
76561198089766169,236390,1,2015,2
DerpGaming,440,1,2013,2
76561198095943749,440,1,2014,2
76561198072802409,72850,1,2013,2
76561198072802409,65980,1,2014,1
76561198072802409,202170,0,2014,1
76561198072802409,282350,1,2014,2
76561198072802409,304930,1,2014,2
76561198072802409,48700,1,2014,1
76561198072802409,32470,1,2014,2
FDAOP,620,1,2011,2
FDAOP,72850,1,2011,2
FDAOP,55230,1,2011,1
FDAOP,105400,0,2011,1
FDAOP,9180,1,2011,2
FDAOP,91310,0,2011,1
exploderguy,440,1,2012,0
_Daughter_,730,1,2013,1
_Daughter_,252490,1,2014,2
_Daughter_,570,1,2015,1
76561198077728175,1840,1,2014,0
76561198077728175,391460,0,2015,2
76561198077728175,420,1,2014,1
76561198077728175,340,1,2014,0
76561198077728175,220,1,2014,1
76561198079186950,258160,1,2015,0
76561198064372862,322910,1,2015,2
76561198064372862,8870,1,2013,2
76561198064372862,221640,1,2013,0
Dplayedition,218620,1,2014,1
Dplayedition,242760,1,2014,1
Dplayedition,220,1,2014,1
Dplayedition,220240,1,2014,1
Dplayedition,252490,1,2014,1
Dplayedition,227300,1,2015,1
Dplayedition,327410,1,2014,1
Dplayedition,238320,1,2014,1
yourmumshouselolswag420blaze,221380,1,2014,2
voaDs,22380,1,2015,1
voaDs,220,1,2015,1
voaDs,70,1,2015,1
voaDs,4000,1,2015,2
voaDs,240,1,2015,1
voaDs,50,1,2015,2
voaDs,207815,1,2015,2
davidmwilliams,383080,0,2015,0
davidmwilliams,375820,1,2015,2
davidmwilliams,385830,0,2015,1
TechMark,440,1,2015,2
76561198084694331,246580,1,2014,2
NymphIsBae,261640,1,2015,1
dayfoe,250900,1,2014,1
dayfoe,322170,1,2015,1
dazisbored,8870,1,2013,2
golddragon888,304930,1,2015,2
76561198094509661,440,0,2015,1
76561198099350431,50130,1,2014,1
76561198099350431,204100,1,2014,1
76561198016610271,247950,0,2014,1
76561198016610271,288470,1,2014,2
OrangJagoBanget,730,1,2015,1
deadtrooper6424,327890,1,2015,0
deadtrooper6424,274190,1,2015,1
deadtrooper6424,244850,1,2014,2
