id,user_id,item_id,title,developer,release_date,price,recommend,year_posted,sentiment_analysis,playtime_forever
Kingretroofswagland304930,Kingretroofswagland,304930,Unturned,Smartly Dressed Games,2017.0,0.0,1,2014,2,570
ANUSLUBE57900,ANUSLUBE,57900,Duke Nukem Forever,Gearbox Software,2011.0,19.99,1,2013,0,425
ANUSLUBE301520,ANUSLUBE,301520,Robocraft,Freejam,2017.0,0.0,1,2014,1,9511
76561198027488037105600,76561198027488037,105600,Terraria,Re-Logic,2011.0,9.99,1,2015,1,24297
kissmytaco730,kissmytaco,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,0,131910
76561198068279672239820,76561198068279672,239820,Game Dev Tycoon,Greenheart Games,2013.0,9.99,1,2014,2,60
ThePhantomoftheDamned24240,ThePhantomoftheDamned,24240,PAYDAY™ The Heist,OVERKILL Software,2011.0,14.99,1,2014,1,2719
76561198111860344218230,76561198111860344,218230,PlanetSide 2,Daybreak Game Company,2012.0,0.0,1,2014,2,5587
SirTrollbuscus4000,SirTrollbuscus,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2014,1,22212
7656119803431957712900,76561198034319577,12900,AudioSurf,Dylan Fitterer,2008.0,9.99,1,2011,2,896
76561198034319577500,76561198034319577,500,Left 4 Dead,Valve,2008.0,19.99,1,2013,0,4405
765611980343195778930,76561198034319577,8930,Sid Meier's Civilization® V,"Firaxis Games,Aspyr (Mac, Linux)",2010.0,29.99,1,2013,1,29035
76561198034319577105600,76561198034319577,105600,Terraria,Re-Logic,2011.0,9.99,1,2013,2,5337
ryryguy730,ryryguy,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,1,15574
ryryguy203160,ryryguy,203160,Tomb Raider,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013.0,19.99,1,2013,0,966
Rhysy270650300,Rhysy2706,50300,Spec Ops: The Line,Yager Development,2012.0,29.99,1,2014,0,753
Rhysy2706234190,Rhysy2706,234190,Receiver,Wolfire Games,2013.0,4.99,1,2015,1,135
Rhysy2706233130,Rhysy2706,233130,Shadow Warrior,Flying Wild Hog,2013.0,39.99,1,2015,2,1077
Rhysy2706222880,Rhysy2706,222880,Insurgency,New World Interactive,2014.0,9.99,1,2015,2,660
Rhysy2706241930,Rhysy2706,241930,Middle-earth™: Shadow of Mordor™,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)",2014.0,19.99,1,2014,1,3426
Rhysy2706211420,Rhysy2706,211420,DARK SOULS™: Prepare To Die™ Edition,FromSoftware,2012.0,19.99,1,2015,1,2788
Rhyzak12900,Rhyzak,12900,AudioSurf,Dylan Fitterer,2008.0,9.99,1,2011,2,2204
Rhyzak61600,Rhyzak,61600,Zen Bound 2,Secret Exit Ltd.,2010.0,4.99,1,2011,0,51
Rhyzak105450,Rhyzak,105450,Age of Empires® III: Complete Collection,Ensemble Studios,2009.0,39.99,0,2013,1,80
BlackReaperHei41700,BlackReaperHei,41700,S.T.A.L.K.E.R.: Call of Pripyat,GSC Game World,2010.0,19.99,1,2013,2,5608
powerjester76060,powerjester7,6060,"Star Wars: Battlefront 2 (Classic, 2005)",Pandemic Studios,2005.0,9.99,1,2015,2,470
76561198046324554228260,76561198046324554,228260,Fallen Enchantress: Legendary Heroes,Stardock Entertainment,2013.0,24.99,1,2015,2,13177
BruceLamb301520,BruceLamb,301520,Robocraft,Freejam,2017.0,0.0,0,2015,1,735
rich_730,rich_,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,2,19677
RikardCS730,RikardCS,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,0,88261
RickHasThreeDicks8930,RickHasThreeDicks,8930,Sid Meier's Civilization® V,"Firaxis Games,Aspyr (Mac, Linux)",2010.0,29.99,1,2014,1,9540
RickHasThreeDicks730,RickHasThreeDicks,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,2,22063
RickHasThreeDicks200510,RickHasThreeDicks,200510,XCOM: Enemy Unknown,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2012.0,29.99,1,2015,0,4913
RickHasThreeDicks252950,RickHasThreeDicks,252950,Rocket League®,"Psyonix, Inc.",2015.0,19.99,1,2015,0,10478
RickHasThreeDicks271590,RickHasThreeDicks,271590,Grand Theft Auto V,Rockstar North,2015.0,39.99,1,2015,2,4026
RickHasThreeDicks227940,RickHasThreeDicks,227940,Heroes &amp; Generals,Reto-Moto,2016.0,0.0,1,2014,1,23
76561198064675833227300,76561198064675833,227300,Euro Truck Simulator 2,SCS Software,2013.0,19.99,1,2014,2,5261
76561198064675833107410,76561198064675833,107410,Arma 3,Bohemia Interactive,2013.0,39.99,1,2014,2,68722
76561198064675833221100,76561198064675833,221100,DayZ,Bohemia Interactive,2013.0,34.99,1,2013,2,14068
76561198064675833247730,76561198064675833,247730,Nether: Resurrected,Phosphor Games Studio,2014.0,4.99,0,2014,1,37
76561198064675833344760,76561198064675833,344760,Reign Of Kings,Code}{atch,2015.0,19.99,1,2015,2,4527
thejuantheonly113200,thejuantheonly,113200,The Binding of Isaac,Edmund McMillen and Florian Himsl,2011.0,4.99,1,2014,1,9752
76561198085227281203160,76561198085227281,203160,Tomb Raider,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013.0,19.99,1,2013,2,618
76561198085227281225080,76561198085227281,225080,Brothers - A Tale of Two Sons,Starbreeze Studios AB,2013.0,14.99,1,2014,1,167
riletyface550,riletyface,550,Left 4 Dead 2,Valve,2009.0,19.99,1,2014,1,7436
riletyface730,riletyface,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,1,49041
riletyface230410,riletyface,230410,Warframe,Digital Extremes,2013.0,0.0,1,2014,2,12882
riletyface304930,riletyface,304930,Unturned,Smartly Dressed Games,2017.0,0.0,1,2014,2,1664
riletyface255710,riletyface,255710,Cities: Skylines,Colossal Order Ltd.,2015.0,29.99,1,2015,2,1834
76561198176091874388090,76561198176091874,388090,Five Nights at Freddy's 4,Scott Cawthon,2015.0,7.99,1,2015,1,13
rilmer204360,rilmer,204360,Castle Crashers®,The Behemoth,2012.0,14.99,1,2013,1,375
rilmer270550,rilmer,270550,Yet Another Zombie Defense,Awesome Games Studio,2014.0,1.99,1,2015,2,48
rilmer303390,rilmer,303390,Dead Bits,Microblast Games,2014.0,0.99,1,2014,1,461
76561198075539885301520,76561198075539885,301520,Robocraft,Freejam,2017.0,0.0,1,2015,2,246
Rivenscry8870,Rivenscry,8870,BioShock Infinite,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0,29.99,1,2013,2,763
sponseredbypornhub_304930,sponseredbypornhub_,304930,Unturned,Smartly Dressed Games,2017.0,0.0,1,2015,2,7005
76561198067315765400,76561198067315765,400,Portal,Valve,2007.0,9.99,1,2015,2,405
76561198067315765208090,76561198067315765,208090,Loadout,Edge of Reality,2014.0,0.0,1,2014,2,271
765611980711830314000,76561198071183031,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2015,1,54411
76561198071183031307690,76561198071183031,307690,Sleeping Dogs: Definitive Edition,"United Front Games,Feral Interactive (Mac)",2014.0,29.99,1,2015,2,2864
76561198085668153730,76561198085668153,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,2,19908
RobBobLeCornCob221100,RobBobLeCornCob,221100,DayZ,Bohemia Interactive,2013.0,34.99,1,2014,1,26585
robenspannari353360,robenspannari,353360,how do you Do It?,"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",2014.0,0.0,1,2015,0,6
robenspannari386360,robenspannari,386360,SMITE®,Hi-Rez Studios,2015.0,0.0,1,2015,2,596
scrubzee730,scrubzee,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,2,40912
watahead730,watahead,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,2,56492
watahead252950,watahead,252950,Rocket League®,"Psyonix, Inc.",2015.0,19.99,1,2015,2,17959
rockjond203210,rockjond,203210,Titan Attacks!,Puppygames,2012.0,9.99,1,2014,1,415
765611980454318564000,76561198045431856,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2015,2,44086
76561198045431856104900,76561198045431856,104900,ORION: Prelude,"Trek Industries, Inc",2013.0,0.99,1,2014,2,366
76561198045431856247020,76561198045431856,247020,"Cook, Serve, Delicious!",Vertigo Gaming Inc.,2013.0,9.99,1,2015,2,568
76561198045431856252490,76561198045431856,252490,Rust,Facepunch Studios,2013.0,19.99,1,2014,0,1195
76561198045431856222880,76561198045431856,222880,Insurgency,New World Interactive,2014.0,9.99,1,2015,2,2190
765611980454318568080,76561198045431856,8080,Kane and Lynch: Dead Men™,IO Interactive,2007.0,6.99,1,2015,2,408
76561198087589643212680,76561198087589643,212680,FTL: Faster Than Light,Subset Games,2012.0,9.99,1,2015,0,1251
76561198087589643219640,76561198087589643,219640,Chivalry: Medieval Warfare,Torn Banner Studios,2012.0,24.99,1,2015,1,379
76561198087589643206190,76561198087589643,206190,Gunpoint,Suspicious Developments,2013.0,9.99,1,2014,2,280
76561198087589643201810,76561198087589643,201810,Wolfenstein: The New Order,Machine Games,2014.0,19.99,1,2015,2,1154
76561198087589643241930,76561198087589643,241930,Middle-earth™: Shadow of Mordor™,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)",2014.0,19.99,1,2015,2,2238
darakrys304930,darakrys,304930,Unturned,Smartly Dressed Games,2017.0,0.0,1,2014,1,3940
mrjaksauce7510,mrjaksauce,7510,X-Blades,Gaijin Entertainment,2009.0,9.99,1,2013,2,290
mrjaksauce104900,mrjaksauce,104900,ORION: Prelude,"Trek Industries, Inc",2013.0,0.99,1,2014,0,398
mrjaksauce236090,mrjaksauce,236090,Dust: An Elysian Tail,Humble Hearts LLC,2013.0,14.99,1,2013,2,283
76561198061040271231430,76561198061040271,231430,Company of Heroes 2,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013.0,19.99,1,2015,2,37969
TheFatScout211820,TheFatScout,211820,Starbound,Chucklefish,2016.0,14.99,1,2015,2,11274
TheFatScout294160,TheFatScout,294160,Galcon 2: Galactic Conquest,"Hassey Enterprises, Inc.",2014.0,0.0,1,2015,2,53
TheFatScout302830,TheFatScout,302830,BLOCKADE 3D,Shumkov Dmitriy,2014.0,0.0,1,2014,1,428
765611980863164314000,76561198086316431,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2014,2,5217
rokudoan335240,rokudoan,335240,Transformice,Atelier 801,2015.0,0.0,1,2015,2,22393
roman9000994200,roman90009,94200,Jamestown,Final Form Games,2011.0,9.99,1,2011,2,651
roman90009220780,roman90009,220780,Thomas Was Alone,Bithell Games,2012.0,9.99,1,2013,0,490
roman90009224820,roman90009,224820,Super House of Dead Ninjas,Megadev,2013.0,6.99,1,2013,2,129
roman90009225080,roman90009,225080,Brothers - A Tale of Two Sons,Starbreeze Studios AB,2013.0,14.99,1,2014,0,197
roman90009241930,roman90009,241930,Middle-earth™: Shadow of Mordor™,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)",2014.0,19.99,1,2015,2,1258
romro105600,romro,105600,Terraria,Re-Logic,2011.0,9.99,1,2015,2,186
76561198068105663250320,76561198068105663,250320,The Wolf Among Us,Telltale Games,2013.0,24.99,1,2014,2,599
76561198077517025108600,76561198077517025,108600,Project Zomboid,The Indie Stone,2013.0,14.99,1,2014,2,788
Nadarrus17080,Nadarrus,17080,Tribes: Ascend,Hi-Rez Studios,2012.0,0.0,1,2014,2,824
76561198087310986221640,76561198087310986,221640,Super Hexagon,Terry Cavanagh,2012.0,2.99,1,2013,2,546
76561198087310986230410,76561198087310986,230410,Warframe,Digital Extremes,2013.0,0.0,1,2013,2,2065
luaenrike212480,luaenrike,212480,Sonic &amp; All-Stars Racing Transformed,Sumo Digital,2013.0,19.99,1,2015,1,1027
76561198049955631211820,76561198049955631,211820,Starbound,Chucklefish,2016.0,14.99,1,2013,2,6607
rowjack1993331670,rowjack1993,331670,The Jackbox Party Pack,"Jackbox Games, Inc.",2014.0,24.99,1,2015,2,894
gempal20510,gempal,20510,S.T.A.L.K.E.R.: Clear Sky,GSC Game World,2008.0,9.99,0,2014,2,645
gempal274290,gempal,274290,Gods Will Be Watching,Deconstructeam,2014.0,9.99,1,2014,1,212
765611980794932994000,76561198079493299,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2015,0,7827
RPLSkelliman42910,RPLSkelliman,42910,Magicka,Arrowhead Game Studios,2011.0,9.99,1,2014,1,4625
RPLSkelliman22380,RPLSkelliman,22380,Fallout: New Vegas,Obsidian Entertainment,2010.0,9.99,1,2014,2,4964
Rubbercube4000,Rubbercube,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,0,2014,1,9518
Rubbercube113200,Rubbercube,113200,The Binding of Isaac,Edmund McMillen and Florian Himsl,2011.0,4.99,1,2014,1,328
Rubbercube730,Rubbercube,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,2,30837
Rubbercube304930,Rubbercube,304930,Unturned,Smartly Dressed Games,2017.0,0.0,0,2015,0,2026
Rubbercube261180,Rubbercube,261180,Lethal League,Team Reptile,2014.0,13.99,1,2014,1,450
Rubbercube338170,Rubbercube,338170,Ratz Instagib,Lino Slahuschek,2016.0,8.99,1,2015,1,255
Rubbix230410,Rubbix,230410,Warframe,Digital Extremes,2013.0,0.0,1,2014,1,30330
7656119808045701847790,76561198080457018,47790,Medal of Honor™,Electronic Arts,2010.0,19.99,1,2013,2,410
76561198080457018218230,76561198080457018,218230,PlanetSide 2,Daybreak Game Company,2012.0,0.0,1,2014,2,12832
76561198080457018252490,76561198080457018,252490,Rust,Facepunch Studios,2013.0,19.99,1,2014,2,12686
76561198080457018231430,76561198080457018,231430,Company of Heroes 2,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013.0,19.99,1,2015,2,2261
kokobrainz225080,kokobrainz,225080,Brothers - A Tale of Two Sons,Starbreeze Studios AB,2013.0,14.99,1,2014,2,146
765611980911261674000,76561198091126167,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2014,1,2022
7656119807882816649520,76561198078828166,49520,Borderlands 2,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012.0,19.99,1,2013,2,5704
ak_opt1417860,ak_opt1,417860,Emily is Away,Kyle Seeley,2015.0,0.0,1,2015,0,79
rulthariuz227160,rulthariuz,227160,Kinetic Void,Badland Studio,2014.0,19.99,0,2014,1,176
rulthariuz220200,rulthariuz,220200,Kerbal Space Program,Squad,2015.0,39.99,1,2013,2,3880
76561198002170343380,76561198002170343,380,Half-Life 2: Episode One,Valve,2006.0,7.99,1,2013,2,183
765611980706777889900,76561198070677788,9900,Star Trek Online,Cryptic Studios,2010.0,0.0,1,2014,1,586
russelmao252950,russelmao,252950,Rocket League®,"Psyonix, Inc.",2015.0,19.99,1,2015,1,2980
76561198059360370250320,76561198059360370,250320,The Wolf Among Us,Telltale Games,2013.0,24.99,1,2014,1,665
765611980398329324000,76561198039832932,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2015,1,613411
76561198039832932304930,76561198039832932,304930,Unturned,Smartly Dressed Games,2017.0,0.0,1,2015,2,41
76561198039832932342980,76561198039832932,342980,Destination Sol,MovingBlocks,2015.0,0.0,0,2015,2,16
ruxton233450,ruxton,233450,Prison Architect,Introversion Software,2015.0,29.99,1,2015,1,3316
ruxton246090,ruxton,246090,Spacebase DF-9,Double Fine Productions,2014.0,9.99,1,2015,2,248
Ruzzbug212680,Ruzzbug,212680,FTL: Faster Than Light,Subset Games,2012.0,9.99,1,2014,2,185
ryanchuabacon730,ryanchuabacon,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,0,72220
ryanchuabacon49520,ryanchuabacon,49520,Borderlands 2,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012.0,19.99,1,2014,2,19322
76561198050731371268750,76561198050731371,268750,Magicite,SmashGames,2014.0,9.99,1,2014,1,1803
765611980875569764000,76561198087556976,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2015,2,1688
765611980875569761250,76561198087556976,1250,Killing Floor,Tripwire Interactive,2009.0,19.99,1,2014,1,4981
7656119808755697655230,76561198087556976,55230,Saints Row: The Third,Volition,2011.0,9.99,1,2015,2,1085
76561198087556976206440,76561198087556976,206440,To the Moon,Freebird Games,2011.0,9.99,1,2015,1,220
76561198087556976202970,76561198087556976,202970,Call of Duty®: Black Ops II,Treyarch,2012.0,59.99,1,2015,2,683
76561198087556976242920,76561198087556976,242920,Banished,Shining Rock Software LLC,2014.0,19.99,1,2014,1,3400
76561198087556976266010,76561198087556976,266010,LYNE,Thomas Bowker,2014.0,2.99,1,2015,1,709
76561198087556976270550,76561198087556976,270550,Yet Another Zombie Defense,Awesome Games Studio,2014.0,1.99,1,2015,2,425
76561198087556976377160,76561198087556976,377160,Fallout 4,Bethesda Game Studios,2015.0,29.99,1,2015,2,3760
76561198050626210105600,76561198050626210,105600,Terraria,Re-Logic,2011.0,9.99,1,2013,2,15338
76561198071421016730,76561198071421016,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,2,110760
7656119805772838248700,76561198057728382,48700,Mount &amp; Blade: Warband,TaleWorlds Entertainment,2010.0,19.99,1,2014,1,12492
7656119805772838265740,76561198057728382,65740,Carrier Command: Gaea Mission,Bohemia Interactive,2012.0,32.99,1,2014,2,550
rryder8930,rryder,8930,Sid Meier's Civilization® V,"Firaxis Games,Aspyr (Mac, Linux)",2010.0,29.99,1,2013,2,8631
Rysterr252490,Rysterr,252490,Rust,Facepunch Studios,2013.0,19.99,1,2014,2,38658
OneEyedWolf4000,OneEyedWolf,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2013,1,496
OneEyedWolf550,OneEyedWolf,550,Left 4 Dead 2,Valve,2009.0,19.99,1,2013,0,17388
OneEyedWolf55230,OneEyedWolf,55230,Saints Row: The Third,Volition,2011.0,9.99,1,2013,1,5056
OneEyedWolf234710,OneEyedWolf,234710,Poker Night 2,Telltale Games,2013.0,4.99,1,2013,0,1137
OneEyedWolf206420,OneEyedWolf,206420,Saints Row IV,Deep Silver Volition,2013.0,14.99,1,2013,1,3285
SgtCwispy252950,SgtCwispy,252950,Rocket League®,"Psyonix, Inc.",2015.0,19.99,1,2015,2,21423
thefailgrenade209080,thefailgrenade,209080,Guns of Icarus Online,Muse Games,2012.0,4.99,1,2014,1,44591
thefailgrenade265930,thefailgrenade,265930,Goat Simulator,Coffee Stain Studios,2014.0,9.99,1,2014,0,144
SpookySpazo301520,SpookySpazo,301520,Robocraft,Freejam,2017.0,0.0,1,2015,1,15984
FuckingWallNuts304930,FuckingWallNuts,304930,Unturned,Smartly Dressed Games,2017.0,0.0,1,2014,2,1447
76561198029591433730,76561198029591433,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,2,67587
765611980252312008190,76561198025231200,8190,Just Cause 2,Avalanche Studios,2010.0,14.99,1,2012,2,2269
765611980252312008980,76561198025231200,8980,Borderlands,Gearbox Software,2009.0,19.99,1,2011,1,5053
76561198025231200211600,76561198025231200,211600,Thief™ Gold,Looking Glass Studios,1998.0,6.99,1,2014,2,802
76561198025231200211740,76561198025231200,211740,Thief™ II: The Metal Age,Looking Glass Studios,2000.0,6.99,1,2014,1,682
76561198025231200203140,76561198025231200,203140,Hitman: Absolution™,"Io-Interactive A/S,Feral Interactive (Mac)",2012.0,19.99,1,2014,2,2884
765611980252312008870,76561198025231200,8870,BioShock Infinite,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013.0,29.99,1,2014,1,2279
765611981084156359480,76561198108415635,9480,Saints Row 2,Volition,2009.0,9.99,1,2014,1,3833
76561198108415635105600,76561198108415635,105600,Terraria,Re-Logic,2011.0,9.99,1,2015,2,51814
765611981084156356900,76561198108415635,6900,Hitman: Codename 47,Io-Interactive A/S,2000.0,6.99,0,2015,0,18
EPICTIME240,EPICTIME,240,Counter-Strike: Source,Valve,2004.0,19.99,1,2014,2,485
EPICTIME243780,EPICTIME,243780,PixelJunk™ Monsters Ultimate,"Double Eleven,Q-Games Ltd.",2013.0,9.99,1,2014,1,15
EPICTIME224480,EPICTIME,224480,Octodad: Dadliest Catch,Young Horses,2014.0,14.99,1,2014,2,184
Saephin105600,Saephin,105600,Terraria,Re-Logic,2011.0,9.99,1,2013,1,41390
Saephin107100,Saephin,107100,Bastion,Supergiant Games,2011.0,14.99,1,2013,0,1178
Saephin205100,Saephin,205100,Dishonored,Arkane Studios,2012.0,9.99,1,2014,1,3988
Saephin248820,Saephin,248820,Risk of Rain,"Hopoo Games, LLC",2013.0,9.99,1,2014,1,9155
Saephin268750,Saephin,268750,Magicite,SmashGames,2014.0,9.99,1,2014,2,1813
Saephin237930,Saephin,237930,Transistor,Supergiant Games,2014.0,19.99,1,2014,2,875
76561198066151913302270,76561198066151913,302270,Dungeon Defenders Eternity,Nom Nom Games,2014.0,19.99,1,2014,2,2153
76561198070572729306130,76561198070572729,306130,The Elder Scrolls® Online: Tamriel Unlimited™,Zenimax Online Studios,2014.0,19.99,0,2015,0,60
TM87KEK360870,TM87KEK,360870,Ultimate Tic-Tac-Toe,Tigerish Games,2015.0,0.0,1,2015,0,26
BokuNoSekai4000,BokuNoSekai,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2014,1,11988
BokuNoSekai239030,BokuNoSekai,239030,"Papers, Please",3909,2013.0,9.99,1,2014,1,936
BokuNoSekai265930,BokuNoSekai,265930,Goat Simulator,Coffee Stain Studios,2014.0,9.99,1,2014,2,579
BokuNoSekai730,BokuNoSekai,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,1,2396
BokuNoSekai356670,BokuNoSekai,356670,Spooky's Jump Scare Mansion,Lag Studios,2015.0,0.0,1,2015,1,78
76561198075020222380600,76561198075020222,380600,Fishing Planet,Fishing Planet LLC,2015.0,0.0,1,2015,2,6903
VespDaSnowLeopard335240,VespDaSnowLeopard,335240,Transformice,Atelier 801,2015.0,0.0,1,2015,1,132
salmonaus8980,salmonaus,8980,Borderlands,Gearbox Software,2009.0,19.99,1,2013,2,836
salmonaus55230,salmonaus,55230,Saints Row: The Third,Volition,2011.0,9.99,1,2013,1,439
salmonaus49520,salmonaus,49520,Borderlands 2,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012.0,19.99,1,2013,2,540
salmonaus230410,salmonaus,230410,Warframe,Digital Extremes,2013.0,0.0,1,2013,1,487
76561198062110429306130,76561198062110429,306130,The Elder Scrolls® Online: Tamriel Unlimited™,Zenimax Online Studios,2014.0,19.99,1,2015,2,703
76561198062110429377160,76561198062110429,377160,Fallout 4,Bethesda Game Studios,2015.0,29.99,1,2015,2,18171
SambaWarKiddo55230,SambaWarKiddo,55230,Saints Row: The Third,Volition,2011.0,9.99,1,2014,1,7171
SambaWarKiddo6550,SambaWarKiddo,6550,Devil May Cry® 3 Special Edition,"CAPCOM Co., Ltd.",2006.0,19.99,1,2014,2,47
SambaWarKiddo45700,SambaWarKiddo,45700,Devil May Cry 4,Capcom,2008.0,19.99,1,2013,2,46
SambaWarKiddo206420,SambaWarKiddo,206420,Saints Row IV,Deep Silver Volition,2013.0,14.99,1,2013,2,1686
SambaWarKiddo238320,SambaWarKiddo,238320,Outlast,Red Barrels,2013.0,19.99,1,2014,1,738
Sick_Sim218230,Sick_Sim,218230,PlanetSide 2,Daybreak Game Company,2012.0,0.0,1,2014,2,7168
Sick_Sim107410,Sick_Sim,107410,Arma 3,Bohemia Interactive,2013.0,39.99,1,2014,2,5215
Sick_Sim271590,Sick_Sim,271590,Grand Theft Auto V,Rockstar North,2015.0,39.99,1,2015,2,34215
7656119808950965433930,76561198089509654,33930,Arma 2: Operation Arrowhead,Bohemia Interactive,2010.0,19.99,1,2015,2,8295
76561198089509654221100,76561198089509654,221100,DayZ,Bohemia Interactive,2013.0,34.99,0,2015,0,2501
76561198140481599105600,76561198140481599,105600,Terraria,Re-Logic,2011.0,9.99,1,2014,2,63495
765611981404815992280,76561198140481599,2280,Ultimate Doom,id Software,1995.0,4.99,1,2015,1,234
keamy911370240,keamy911,370240,NBA 2K16,Visual Concepts,2015.0,59.99,0,2015,1,9910
76561198087854030230410,76561198087854030,230410,Warframe,Digital Extremes,2013.0,0.0,1,2014,2,6116
7656119801539722424960,76561198015397224,24960,Battlefield: Bad Company™ 2,DICE,2010.0,19.99,1,2014,2,3587
76561198107130734730,76561198107130734,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,1,32558
Armedxxp326410,Armedxxp,326410,Windward,Tasharen Entertainment Inc.,2015.0,9.99,1,2015,1,1019
gjgfuj8930,gjgfuj,8930,Sid Meier's Civilization® V,"Firaxis Games,Aspyr (Mac, Linux)",2010.0,29.99,1,2015,1,2518
gjgfuj321060,gjgfuj,321060,Gender Bender DNA Twister Extreme,Transcendent Games,2014.0,24.99,1,2015,2,480
76561198042253256221380,76561198042253256,221380,Age of Empires II HD,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",2013.0,19.99,1,2015,2,11127
76561198042253256249630,76561198042253256,249630,Delver,Priority Interrupt,2013.0,7.99,1,2014,2,465
76561198042253256247240,76561198042253256,247240,Volgarr the Viking,Crazy Viking Studios,2013.0,9.99,1,2014,1,1743
TheSanicTheHedgehog204360,TheSanicTheHedgehog,204360,Castle Crashers®,The Behemoth,2012.0,14.99,1,2014,2,622
TheSanicTheHedgehog730,TheSanicTheHedgehog,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2015,1,81653
Mr_samurai_man49520,Mr_samurai_man,49520,Borderlands 2,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012.0,19.99,1,2015,1,16347
Mr_samurai_man248820,Mr_samurai_man,248820,Risk of Rain,"Hopoo Games, LLC",2013.0,9.99,1,2015,1,3778
Mr_samurai_man271590,Mr_samurai_man,271590,Grand Theft Auto V,Rockstar North,2015.0,39.99,1,2015,1,5517
Sansomar4000,Sansomar,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2014,2,159852
76561198081934209230410,76561198081934209,230410,Warframe,Digital Extremes,2013.0,0.0,1,2014,2,24203
heyitissantooo41600,heyitissantooo,41600,Earthworm Jim 3D,VIS Interactive,1999.0,19.99,1,2011,0,259
heyitissantooo45710,heyitissantooo,45710,Dark Void™,Airtight Games,2010.0,9.99,1,2011,2,1
heyitissantooo40800,heyitissantooo,40800,Super Meat Boy,Team Meat,2010.0,14.99,1,2013,1,972
heyitissantooo65800,heyitissantooo,65800,Dungeon Defenders,Trendy Entertainment,2011.0,14.99,1,2011,2,1762
heyitissantooo57740,heyitissantooo,57740,Jagged Alliance - Back in Action,"Coreplay GmbH,Bigmoon Studios",2012.0,19.99,0,2012,2,166
heyitissantooo269310,heyitissantooo,269310,Infectonator: Survivors,Toge Productions,2016.0,9.99,1,2014,2,576
flamelight322330,flamelight,322330,Don't Starve Together,Klei Entertainment,2016.0,14.99,1,2014,2,2646
flamelight270210,flamelight,270210,Melody's Escape,Icetesy SPRL,2016.0,9.99,1,2014,2,1242
battlefrog4000,battlefrog,4000,Garry's Mod,Facepunch Studios,2006.0,9.99,1,2014,2,318
battlefrog730,battlefrog,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2013,0,77221
battlefrog212480,battlefrog,212480,Sonic &amp; All-Stars Racing Transformed,Sumo Digital,2013.0,19.99,1,2015,1,2006
stksam730,stksam,730,Counter-Strike: Global Offensive,Valve,2012.0,14.99,1,2014,1,82999
Kyuok211820,Kyuok,211820,Starbound,Chucklefish,2016.0,14.99,1,2013,2,1551
