item_id,features
339800,"HuniePop, HuniePot, 2015.0"
249870,"Scribblenauts Unmasked: A DC Comics Adventure, 5th Cell Media, 2013.0"
242860,"Verdun, M2H,Blackmill Games, 2015.0"
219890,"Antichamber, Alexander Bruce, 2013.0"
296470,"Mount Your Friends, Stegersaurus Software Inc., 2014.0"
91700,"E.Y.E: Divine Cybermancy, Streum On Studio, 2011.0"
235360,"Prime World: Defenders, Nival, 2013.0"
33230,"Assassin's Creed 2 Deluxe Edition, Ubisoft Montreal, 2010.0"
250420,"8BitMMO, Archive Entertainment, 2015.0"
418070,"Turbo Pug, Space Cat Studios,SnowFlame,Back To Basics Gaming, 2015.0"
301970,"Screencheat, Samurai Punk, 2014.0"
13250,"Unreal Gold, Epic Games, Inc., 1998.0"
253610,"Wrack, Final Boss Entertainment, 2014.0"
360740,"Downwell, Moppin, 2015.0"
64000,"Men of War: Assault Squad, Digitalmindsoft, 2011.0"
230050,"DLC Quest, Going Loud Studios, 2013.0"
8970,"Axel &amp; Pixel, Silver Wish Games, 2010.0"
233290,"Murdered: Soul Suspect, Airtight Games, 2014.0"
335240,"Transformice, Atelier 801, 2015.0"
70300,"VVVVVV, Terry Cavanagh, 2010.0"
273350,"Evolve Stage 2, Turtle Rock Studios, 2015.0"
342560,"Airships: Conquer the Skies, David Stark, 2015.0"
305260,"Battle Islands, DR Studios, 2014.0"
262060,"Darkest Dungeon®, Red Hook Studios, 2016.0"
22300,"Fallout 3, Bethesda Game Studios, 2008.0"
130,"Half-Life: Blue Shift, Gearbox Software, 2001.0"
40400,"AI War: Fleet Command, Arcen Games, LLC, 2009.0"
307780,"Mortal Kombat X, NetherRealm Studios,High Voltage Software, 2015.0"
208480,"Assassin’s Creed® III, Ubisoft Montreal, 2012.0"
3910,"Sid Meier's Civilization® III Complete, Firaxis Games, 2001.0"
318220,"Enforcer: Police Crime Action, Odin Game Studio, 2014.0"
388090,"Five Nights at Freddy's 4, Scott Cawthon, 2015.0"
302670,"Call to Arms, Digitalmindsoft, 2016.0"
227580,"10,000,000, EightyEightGames, 2013.0"
228960,"Skulls of the Shogun, 17-BIT, 2013.0"
312210,"The Fifth Day, Touz, 2014.0"
21090,"F.E.A.R., Monolith Productions, Inc.,Timegate, 2005.0"
261760,"Lichdom: Battlemage, Xaviant, 2014.0"
293540,"Guns and Robots, Masthead Studios Ltd, 2014.0"
332070,"School of Dragons, JumpStart Games, Inc., 2014.0"
225540,"Just Cause™ 3, Avalanche Studios, 2015.0"
247240,"Volgarr the Viking, Crazy Viking Studios, 2013.0"
24960,"Battlefield: Bad Company™ 2, DICE, 2010.0"
215670,"Home, Benjamin Rivers Inc., 2012.0"
44350,"GRID 2, Codemasters Racing,Feral Interactive (Mac), 2013.0"
222980,"Dead Pixels, CSR-Studios, 2012.0"
207230,"ArcheBlade™, CodeBrush Games, 2014.0"
335190,"200% Mixed Juice!, Orange_Juice, 2015.0"
224480,"Octodad: Dadliest Catch, Young Horses, 2014.0"
326480,"If My Heart Had Wings, MoeNovel, 2013.0"
63380,"Sniper Elite V2, Rebellion, 2012.0"
297000,"Heroes® of Might &amp; Magic® III - HD Edition, DotEmu, 2015.0"
345820,"Shantae and the Pirate's Curse, WayForward, 2015.0"
226580,"F1 2014, Codemasters, 2014.0"
41800,"Gratuitous Space Battles, Positech Games, 2009.0"
267600,"Airport Simulator 2014, United Independent Entertainment GmbH, 2013.0"
24010,"Train Simulator, Dovetail Games, 2009.0"
284160,"BeamNG.drive, BeamNG, 2015.0"
279720,"The I of the Dragon, Primal, 2004.0"
295490,"Schrödinger’s Cat And The Raiders Of The Lost Quark, Italic Pig, 2014.0"
6910,"Deus Ex: Game of the Year Edition, Ion Storm, 2000.0"
258180,"Deus Ex: The Fall, Square Enix, 2014.0"
47810,"Dragon Age: Origins - Ultimate Edition, BioWare, 2010.0"
113400,"APB Reloaded, Reloaded Productions, 2011.0"
393380,"Squad, Offworld Industries, 2015.0"
2500,"Shadowgrounds, Frozenbyte, 2006.0"
281370,"Real Horror Stories Ultimate Edition, GameORE, 2014.0"
253770,"Bus-Simulator 2012, TML Studios, 2012.0"
233840,"Worms Clan Wars, Team17 Digital Ltd, 2013.0"
270090,"//N.P.P.D. RUSH//- The milk of Ultraviolet, Rail Slave Games, 2014.0"
395910,"Get Rich or Die Gaming, Baller Industries, 2010.0"
7520,"Two Worlds II HD, Reality Pump Studios, 2011.0"
17710,"Nuclear Dawn, GameConnect,InterWave Studios, 2011.0"
408990,"Timber and Stone, Games by Robert, LLC, 2015.0"
65780,"ARMA: Gold Edition, Bohemia Interactive, 2011.0"
303390,"Dead Bits, Microblast Games, 2014.0"
332310,"LEGO® Worlds, TT Games,Traveller's Tales, 2017.0"
48720,"Mount &amp; Blade: With Fire &amp; Sword, TaleWorlds Entertainment, 2011.0"
9050,"DOOM 3, id Software, 2004.0"
298240,"Red Crucible®: Firestorm, Rocketeer Games Studio, LLC, 2015.0"
236370,"Interstellar Marines, Zero Point Software, 2013.0"
245280,"ENSLAVED™: Odyssey to the West™ Premium Edition, Ninja Theory, 2013.0"
283290,"Nosferatu: The Wrath of Malachi, Idol FX, 2003.0"
340170,"FINAL FANTASY TYPE-0™ HD, Square Enix, 2015.0"
25000,"Overgrowth, Wolfire Games, 2017.0"
22350,"BRINK, Splash Damage, 2011.0"
98400,"Hard Reset Extended Edition, Flying Wild Hog, 2012.0"
331500,"Executive Assault, Hesketh Studios, 2015.0"
363360,"Interstellar Rift, Split Polygon, 2015.0"
263280,"SPINTIRES™, Oovee® Game Studios, 2014.0"
19830,"Tom Clancy's Rainbow Six® 3 Gold, Red Storm Entertainment,Ubisoft Montreal, 2003.0"
24740,"Burnout Paradise: The Ultimate Box, Criterion Games, 2009.0"
208650,"Batman™: Arkham Knight, Rocksteady Studios, 2015.0"
13230,"Unreal Tournament 2004: Editor's Choice Edition, Epic Games, Inc., 2004.0"
35480,"Dwarfs!?, Power of 2, 2011.0"
219830,"King Arthur's Gold, Transhuman Design, 2013.0"
25830,"Knights of Honor, Black Sea Studios Ltd, 2005.0"
15620,"Warhammer 40,000: Dawn of War II, Relic Entertainment,Feral Interactive (Mac/Linux), 2009.0"
250260,"Jazzpunk: Director's Cut, Necrophone Games, 2014.0"
237990,"The Banner Saga, Stoic, 2014.0"
8170,"Battlestations Pacific, Eidos Studio Hungary, 2009.0"
265890,"Hexcells, Matthew Brown, 2014.0"
395520,"Missing Translation, AlPixel Games,Luis Diaz,Gustavo Santos,Albert Fernandez,Tice Thomason, 2015.0"
225600,"Blade Symphony, Puny Human, 2014.0"
234670,"NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD, CyberConnect2 Co. Ltd., 2013.0"
71340,"Sonic Generations Collection, Devil's Details, 2011.0"
203650,"Sonic the Hedgehog 4 - Episode II, SEGA, 2012.0"
238090,"Sniper Elite 3, Rebellion, 2014.0"
211600,"Thief™ Gold, Looking Glass Studios, 1998.0"
329440,"Sonic Lost World, Sonic Team, 2015.0"
304410,"Hexcells Infinite, Matthew Brown, 2014.0"
57740,"Jagged Alliance - Back in Action, Coreplay GmbH,Bigmoon Studios, 2012.0"
236850,"Europa Universalis IV, Paradox Development Studio, 2013.0"
274170,"Hotline Miami 2: Wrong Number, Dennaton Games, 2015.0"
313080,"The Masterplan, Shark Punch, 2015.0"
374450,"Cheats 4 Hire, Travian Games GmbH, 2015.0"
98200,"Frozen Synapse, Mode 7, 2011.0"
324260,"VoidExpanse, AtomicTorch Studio, 2015.0"
348620,"Voices from the Sea, Zeiva Inc, 2014.0"
250760,"Shovel Knight: Treasure Trove, Yacht Club Games, 2014.0"
282800,"100% Orange Juice, Orange_Juice, 2013.0"
274560,"Revolution Ace, Laser Guided Games, LLC, 2014.0"
245470,"Democracy 3, Positech Games, 2013.0"
29180,"Osmos, Hemisphere Games, 2009.0"
26500,"Cogs, Lazy 8 Studios, 2009.0"
55040,"Atom Zombie Smasher, Blendo Games, 2011.0"
99700,"NightSky, Nicalis, Inc., 2011.0"
16450,"F.E.A.R. 2: Project Origin, Monolith, 2009.0"
307670,"Hard West, CreativeForge Games, 2015.0"
230980,"Starseed Pilgrim, Droqen, 2013.0"
48800,"Ship Simulator Extremes, VStep, 2010.0"
250500,"Super Amazing Wagon Adventure, sparsevector, 2013.0"
367580,"Hook, Maciej Targoni,Wojciech Wasiak, 2015.0"
209650,"Call of Duty®: Advanced Warfare - Gold Edition, Sledgehammer Games,Raven Software, 2014.0"
211500,"RaceRoom Racing Experience, Sector3 Studios, 2013.0"
244930,"SNOW, Poppermost Productions, 2013.0"
50300,"Spec Ops: The Line, Yager Development, 2012.0"
214830,"Half Minute Hero: Super Mega Neo Climax Ultimate Boy, Opus, 2012.0"
220860,"McPixel, Sos, 2012.0"
263980,"Out There Somewhere, MiniBoss, 2016.0"
251870,"Go! Go! Nippon! ~My First Trip to Japan~, OVERDRIVE, 2011.0"
217200,"Worms Armageddon, Team17 Digital Ltd, 1999.0"
108800,"Crysis 2 - Maximum Edition, Crytek Studios, 2011.0"
40700,"Machinarium, Amanita Design, 2009.0"
211260,"They Bleed Pixels, Spooky Squid Games Inc., 2012.0"
236450,"PAC-MAN™ Championship Edition DX+, Mine Loader Software Co., Ltd., 2013.0"
227600,"Castle of Illusion, SEGA Studios Australia,Feral Interactive (Mac), 2013.0"
252150,"Grimm, Spicyhorse Games, 2014.0"
92300,"A.R.E.S.: Extinction Agenda, Extend Studio, 2011.0"
232970,"Thunder Wolves, Most Wanted Entertainment, 2013.0"
316390,"sZone-Online, Cybertime System, 2015.0"
104700,"Super MNC, Uber Entertainment, 2012.0"
17470,"Dead Space, EA Redwood Shores, 2008.0"
298160,"Eldevin, Hunted Cow Studios, 2014.0"
289650,"Assassin's Creed® Unity, Ubisoft, 2014.0"
368500,"Assassin's Creed® Syndicate, Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios, 2015.0"
242820,"140, Carlsen Games, 2013.0"
300380,"Road Redemption, Pixel Dash Studios, EQgames, 2017.0"
253250,"Stonehearth, Radiant Entertainment, 2015.0"
351730,"On My Own, Chad Close,Kyle Weik, 2016.0"
265550,"Dead Rising 3 Apocalypse Edition, Capcom Game Studio Vancouver, 2014.0"
389570,"Mitos.is: The Game, Freakinware Studios, 2015.0"
308420,"Ziggurat, Milkstone Studios, 2014.0"
232790,"Broken Age, Double Fine Productions, 2014.0"
12220,"Grand Theft Auto: Episodes from Liberty City, Rockstar North / Toronto, 2010.0"
1930,"Two Worlds Epic Edition, Reality Pump Studios, 2009.0"
268400,"Panzer Corps, Flashback Games,The Lordz Games Studio, 2011.0"
224580,"Arma II: DayZ Mod, Bohemia Interactive, 2013.0"
386070,"Planetary Annihilation: TITANS, Uber Entertainment, 2015.0"
10220,"Postal III, Trashmasters, 2011.0"
22320,"The Elder Scrolls III: Morrowind® Game of the Year Edition, Bethesda Game Studios, 2002.0"
45100,"Secret of the Magic Crystals, Artery Games, 2010.0"
202130,"Impire, Cyanide Montreal, 2013.0"
331220,"Thief Town, Glass Knuckle Games, 2014.0"
227100,"Sniper Elite: Nazi Zombie Army, Rebellion, 2013.0"
241560,"The Crew™, Ivory Tower in collaboration with Ubisoft Reflections, 2014.0"
263540,"Villagers and Heroes, Mad Otter Games, 2014.0"
220440,"DmC: Devil May Cry, Ninja Theory, 2013.0"
1670,"Iron Warriors: T - 72 Tank Command, Strategy First, 2006.0"
270570,"Reversion - The Escape (1st Chapter), 3f Interactive, 2012.0"
35700,"Trine Enchanted Edition, Frozenbyte, 2009.0"
247020,"Cook, Serve, Delicious!, Vertigo Gaming Inc., 2013.0"
343780,"Cat Goes Fishing, Cat5Games, 2015.0"
271860,"Super Killer Hornet: Resurrection, Flump Studios, 2014.0"
253690,"Tiny Brains, Spearhead Games, 2013.0"
33460,"From Dust, Ubisoft Montpellier, 2011.0"
220260,"Farming Simulator 2013 Titanium Edition, Giants Software, 2013.0"
201790,"Orcs Must Die! 2, Robot Entertainment, 2012.0"
212160,"Vindictus, Nexon, 2012.0"
386510,"Pyramid Raid, Travian Games GmbH, 2015.0"
260230,"Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™, Ubisoft Montpellier, 2014.0"
8340,"Strong Bad's Cool Game for Attractive People: Season 1, Telltale Games, 2008.0"
254440,"Pool Nation, Cherry Pop Games, 2013.0"
45760,"Ultra Street Fighter® IV, Capcom, 2014.0"
238210,"System Shock 2, Irrational Games,Looking Glass Studios, 1999.0"
207750,"Symphony, Empty Clip Studios, 2012.0"
300040,"Divine Souls F2P MMO, GamePrix, 2014.0"
387240,"Steel Rain, PolarityFlow,Adrian Zingg, 2015.0"
256190,"Enemy Front, CI Games, 2014.0"
315430,"Polarity, Bluebutton Games, 2014.0"
342970,"Pixel Survivors, Sachonski,Renamilanesi,Sith, 2016.0"
7760,"X-COM: UFO Defense, MicroProse Software, Inc, 1993.0"
40930,"The Misadventures of P.B. Winterbottom, The Odd Gentlemen, 2010.0"
284140,"Majestic Nights, Epiphany Games, 2014.0"
300,"Day of Defeat: Source, Valve, 2010.0"
304650,"SUNLESS SEA, Failbetter Games, 2015.0"
235800,"Audiosurf 2, Dylan Fitterer, 2015.0"
275100,"Shelter 2, Might and Delight, 2015.0"
306020,"Bloons TD 5, Ninja Kiwi, 2014.0"
255420,"Magic 2015 - Duels of the Planeswalkers, Stainless Games, 2014.0"
282900,"Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1, IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd., 2015.0"
311340,"METAL GEAR SOLID V: GROUND ZEROES, Kojima Productions, 2014.0"
351790,"Invisible Apartment, Milan Kazarka,Jeroen van Oosten, 2015.0"
260430,"The Four Kings Casino and Slots, Digital Leisure Inc., 2015.0"
212480,"Sonic &amp; All-Stars Racing Transformed, Sumo Digital, 2013.0"
33980,"Pound of Ground, Centauri Production, 2010.0"
222480,"Resident Evil Revelations / Biohazard Revelations, Capcom, 2013.0"
336380,"Catmouth Island, Colonthree Enterprises, 2014.0"
229580,"Dream, HyperSloth, 2015.0"
239200,"Amnesia: A Machine for Pigs, The Chinese Room, 2013.0"
297120,"Heavy Bullets, Terri Vellmann, 2014.0"
329830,"The Moon Sliver, David Szymanski, 2014.0"
34030,"Napoleon: Total War™, The Creative Assembly,Feral Interactive (Mac), 2010.0"
15700,"Oddworld: Abe's Oddysee®, Oddworld Inhabitants, 1997.0"
311400,"OCEAN CITY RACING: Redux, OCR Dev Team,Onur Uça, 2016.0"
390670,"Steel Ocean, ICE Entertainment, 2015.0"
22330,"The Elder Scrolls IV: Oblivion® Game of the Year Edition, Bethesda Game Studios, 2007.0"
402840,"Crusaders of the Lost Idols, Codename Entertainment Inc., 2015.0"
9420,"Supreme Commander: Forged Alliance, Gas Powered Games, 2011.0"
50620,"Darksiders™, Vigil Games, 2010.0"
214560,"Mark of the Ninja, Klei Entertainment, 2012.0"
399790,"Destiny Warriors RPG, ninjalex, 2015.0"
234710,"Poker Night 2, Telltale Games, 2013.0"
92800,"SpaceChem, Zachtronics, 2011.0"
307070,"Memories of a Vagabond, DarkElite, 2014.0"
259680,"Tales of Maj'Eyal, Netcore Games, 2012.0"
244710,"Shelter, Might and Delight, 2013.0"
6880,"Just Cause, Avalanche Studios, 2006.0"
314160,"Microsoft Flight Simulator X: Steam Edition, Microsoft Game Studios, 2006.0"
386360,"SMITE®, Hi-Rez Studios, 2015.0"
353560,"Plug &amp; Play, Mario von Rickenbach,Michael Frei, 2015.0"
293500,"Amazing World™, Ganz, 2014.0"
55150,"Warhammer 40,000: Space Marine, Relic, 2011.0"
204630,"Retro City Rampage™ DX, Vblank Entertainment, Inc., 2014.0"
35460,"The Ball, Teotl Studios, 2010.0"
99300,"Renegade Ops, Avalanche Studios, 2011.0"
92100,"DETOUR, Sandswept Studios, 2011.0"
10130,"TimeShift™, Saber Interactive, 2007.0"
45770,"Dead Rising 2: Off the Record, Capcom Vancouver, 2011.0"
263960,"Wyv and Keep: The Temple of the Lost Idol, A Jolly Corpse, 2014.0"
267610,"Woodcutter Simulator 2013, United Independent Entertainment GmbH, 2013.0"
201310,"X3: Albion Prelude, Egosoft, 2011.0"
209670,"Cortex Command, Data Realms, 2012.0"
2870,"X Rebirth, Egosoft, 2013.0"
251430,"The Inner World, Studio Fizbin, 2013.0"
303210,"The Beginner's Guide, Everything Unlimited Ltd., 2015.0"
368990,"Despair, AGC, 2015.0"
206500,"AirMech Strike, Carbon Games, 2012.0"
247730,"Nether: Resurrected, Phosphor Games Studio, 2014.0"
32400,"STAR WARS™ - Dark Forces, LucasArts, 1995.0"
204880,"Sins of a Solar Empire®: Rebellion, Ironclad Games,Stardock Entertainment, 2012.0"
232770,"POSTAL, Running With Scissors, 1997.0"
271240,"Offworld Trading Company, Mohawk Games, 2016.0"
65980,"Sid Meier's Civilization®: Beyond Earth™, Firaxis Games,Aspyr (Mac, Linux), 2014.0"
227180,"Kingdom Wars, Reverie World Studios, 2013.0"
398710,"Timberman, Digital Melody, 2015.0"
38720,"RUSH, Two Tribes, 2010.0"
23450,"Grand Ages: Rome, Haemimont Games, 2009.0"
228300,"Remember Me, DONTNOD Entertainment, 2013.0"
261180,"Lethal League, Team Reptile, 2014.0"
2310,"QUAKE, id Software, 2007.0"
237110,"Mortal Kombat Komplete Edition, NetherRealm Studios,High Voltage Software, 2013.0"
270150,"RUNNING WITH RIFLES, Osumia Games, 2015.0"
327860,"Salt, Lavaboots Studios, 2014.0"
375510,"New kind of adventure, Mint Age Studios, 2015.0"
214790,"The Basement Collection, Edmund McMillen,Tyler Glaiel, 2012.0"
250380,"Knock-knock, Ice-Pick Lodge, 2013.0"
234390,"Teleglitch: Die More Edition, Test3 Projects, 2013.0"
235600,"Tom Clancy’s Splinter Cell Blacklist, Ubisoft Toronto, 2013.0"
250580,"Paranautical Activity: Deluxe Atonement Edition, Digerati Distribution, 2013.0"
16710,"Insecticide Part 1, Crackpot Entertainment, 2008.0"
235250,"Super Sanctum TD, Coffee Stain Studios, 2013.0"
247080,"Crypt of the NecroDancer, Brace Yourself Games, 2015.0"
290770,"The Fall, Over The Moon, 2014.0"
17460,"Mass Effect, BioWare, 2008.0"
208200,"Doom 3: BFG Edition, id Software, 2012.0"
277460,"Praetorians, Pyro Studios, 2003.0"
327640,"CaesarIA, rdt.32, 2015.0"
268050,"The Evil Within, Tango Gameworks, 2014.0"
275670,"Space Run, Passtech Games, 2014.0"
22600,"Worms Reloaded, Team17 Digital Ltd, 2010.0"
227260,"DisplayFusion, Binary Fortress Software, 2013.0"
367570,"oO, Maciej Targoni,Wojciech Wasiak, 2015.0"
55100,"Homefront, Kaos Studios,Digital Extremes, 2011.0"
321830,"Cavern Kings, Vine, 2014.0"
2400,"The Ship: Murder Party, Outerlight Ltd., 2006.0"
376870,"Minecraft: Story Mode - A Telltale Games Series, Telltale Games, 2015.0"
285920,"TerraTech, Payload Studios, 2015.0"
294160,"Galcon 2: Galactic Conquest, Hassey Enterprises, Inc., 2014.0"
301460,"Electronic Super Joy: Groove City, Michael Todd Games,Yazar Media Group LLC, 2014.0"
330570,"Noct, C3SK, 2015.0"
273770,"Game Tycoon 1.5, Sunlight Games, 2014.0"
292140,"FINAL FANTASY® XIII-2, Square Enix, 2014.0"
412400,"GASP, Dark Day Interactive, 2015.0"
232430,"Gone Home, Fullbright, 2013.0"
242680,"Nuclear Throne, Vlambeer, 2015.0"
232050,"Eador. Masters of the Broken World, Snowbird Games, 2013.0"
226860,"Galactic Civilizations III, Stardock Entertainment, 2015.0"
203350,"King's Bounty: Warriors of the North, 1C-SoftClub, 2012.0"
235540,"Warhammer: End Times - Vermintide, Fatshark, 2015.0"
274270,"NOT A HERO, Roll7, 2015.0"
397430,"Zoombinis, TERC, 2015.0"
231310,"MirrorMoon EP, Santa Ragione, 2013.0"
245390,"I Have No Mouth, and I Must Scream, Cyberdreams, 1996.0"
261920,"Catzilla 4K - Advanced, ALLPlayer Group Ltd., 2014.0"
207080,"Indie Game: The Movie, BlinkWorks Media, 2012.0"
98600,"Demolition Inc., Zeroscale, 2011.0"
355840,"Survarium, Vostok Games, 2015.0"
48000,"LIMBO, Playdead, 2011.0"
3920,"Sid Meier's Pirates!, Firaxis Games, 2005.0"
57640,"Broken Sword: Director's Cut, Revolution Software Ltd, 2010.0"
203830,"The Dark Eye: Chains of Satinav, Daedalic Entertainment, 2012.0"
237630,"DuckTales: Remastered, WayForward, 2013.0"
214510,"LEGO The Lord of the Rings, Traveller's Tales, 2012.0"
234490,"Rush Bros., XYLA Entertainment, 2013.0"
327410,"A Bird Story, Freebird Games, 2014.0"
272510,"NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution, CyberConnect2 Co., Ltd., 2014.0"
335300,"DARK SOULS™ II: Scholar of the First Sin, FromSoftware, Inc, 2015.0"
202750,"Alan Wake's American Nightmare, Remedy Entertainment, 2012.0"
269210,"Hero Siege, Elias Viglione,Jussi Kukkonen, 2014.0"
357650,"Project Explore, Sebastian Nigro, 2017.0"
262120,"Toy Soldiers: Complete, Signal Studios,Krome Studios, 2016.0"
275200,"Westerado: Double Barreled, Ostrich Banditos, 2015.0"
269290,"liteCam Game: 100 FPS Game Capture, Rsupport Inc., 2014.0"
7860,"NecroVision, The Farm 51, 2009.0"
252350,"Double Dragon: Neon, WayForward,Abstraction Games, 2014.0"
262260,"Jets'n'Guns Gold, Rake in Grass, 2014.0"
337320,"Paint the Town Red, South East Games, 2015.0"
383120,"Empyrion - Galactic Survival, Eleon Game Studios, 2015.0"
356070,"Commander Cool 2, Orlyapps, 2015.0"
384150,"TeraBlaster, Black Shell Games, 2015.0"
246070,"Hack 'n' Slash, Double Fine Productions, 2014.0"
317510,"Beyond Gravity, Qwiboo Ltd, 2014.0"
357900,"Make it indie!, Sometimes You, 2015.0"
91800,"Cloning Clyde, Bacon Wrapped Games, 2011.0"
319050,"Chaos Reborn, Snapshot Games Inc., 2015.0"
63800,"Delve Deeper, Lunar Giant, 2010.0"
6000,"STAR WARS™ Republic Commando™, LucasArts, 2005.0"
274900,"Murder Miners, JForce Games, 2014.0"
12500,"PuzzleQuest: Challenge of the Warlords, Infinite Interactive, 2007.0"
105450,"Age of Empires® III: Complete Collection, Ensemble Studios, 2009.0"
4570,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition, Relic Entertainment, 2006.0"
282140,"SOMA, Frictional Games, 2015.0"
20540,"Company of Heroes: Tales of Valor, Relic Entertainment, 2009.0"
233980,"UnEpic, @unepic_fran, 2014.0"
48190,"Assassin’s Creed® Brotherhood, Ubisoft Montreal, 2011.0"
29800,"Caster, Elecorn, 2009.0"
204240,"The Bridge, Ty Taylor and Mario Castañeda,The Quantum Astrophysicists Guild, 2013.0"
240970,"Half Minute Hero: The Second Coming, Opus, 2014.0"
63710,"BIT.TRIP RUNNER, Gaijin Games, 2011.0"
4760,"Rome: Total War™ - Collection, The Creative Assembly, 2004.0"
280010,"Gunjitsu, Decent Machine, 2015.0"
17330,"Crysis Warhead®, Crytek, 2008.0"
217140,"Rise of the Triad, Interceptor Entertainment, 2013.0"
356670,"Spooky's Jump Scare Mansion, Lag Studios, 2015.0"
333980,"AKIBA'S TRIP: Undead ＆ Undressed, ACQUIRE Corp., 2015.0"
300080,"Total War Battles: KINGDOM, Creative Assembly, 2016.0"
290790,"Grey Goo, Petroglyph, 2015.0"
263740,"FootLOL: Epic Fail League, Lion's Shade, 2013.0"
115320,"Prototype 2, Radical Entertainment, 2012.0"
398100,"Highschool Romance, Dharker Studio, 2015.0"
39140,"FINAL FANTASY VII, Square Enix, 2013.0"
280,"Half-Life: Source, Valve, 2004.0"
404480,"SC2VN - The eSports Visual Novel, Team Eleven Eleven, 2015.0"
248390,"Craft The World, Dekovir Entertainment, 2014.0"
270210,"Melody's Escape, Icetesy SPRL, 2016.0"
249630,"Delver, Priority Interrupt, 2013.0"
298600,"Lovely Planet, QUICKTEQUILA, 2014.0"
246580,"The Typing of The Dead: Overkill, Modern Dream, 2013.0"
22650,"Alien Breed 2: Assault, Team17 Digital Ltd, 2010.0"
263420,"Probably Archery, South East Games, 2014.0"
354240,"Please, Don’t Touch Anything, Four Quarters, 2015.0"
290730,"My Lands: Black Gem Hunting, Gravvit Ltd,Forbes  Consult Ltd, 2014.0"
291650,"Pillars of Eternity, Obsidian Entertainment, 2015.0"
234140,"Mad Max, Avalanche Studios,Feral Interactive (Mac/Linux), 2015.0"
287100,"Chaos Domain, Holy Warp,Black Wing Foundation, 2014.0"
4580,"Warhammer® 40,000: Dawn of War® - Dark Crusade, Relic Entertainment, 2006.0"
223830,"Xenonauts, Goldhawk Interactive, 2014.0"
360,"Half-Life Deathmatch: Source, Valve, 2006.0"
243800,"Gas Guzzlers Extreme, Gamepires, 2013.0"
18820,"Zero Gear, Brian Cronin, 2010.0"
307880,"Savage Lands, Signal Studios,Smart Ghost, 2015.0"
270450,"Robot Roller-Derby Disco Dodgeball, Erik Asmussen, 2015.0"
351990,"Riff Racer - Race Your Music!, FOAM Entertainment, 2016.0"
260160,"The Last Tinker™: City of Colors, Mimimi Productions, 2014.0"
278360,"A Story About My Uncle, Gone North Games, 2014.0"
316260,"Disney Universe, Eurocom, 2011.0"
318130,"Doom &amp; Destiny, Heartbit Interactive, 2011.0"
208140,"Endless Space® - Collection, AMPLITUDE Studios, 2012.0"
230700,"La-Mulana, NIGORO, 2013.0"
263680,"Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition, Semaphore, 2014.0"
299460,"Woodle Tree Adventures, Fabio Ferrara, 2014.0"
15120,"Tom Clancy's Rainbow Six® Vegas 2, Ubisoft Montreal, 2008.0"
363890,"RPG Maker MV, KADOKAWA,Yoji Ojima, 2015.0"
3320,"Insaniquarium Deluxe, PopCap Games, Inc., 2006.0"
360640,"12 Labours of Hercules II: The Cretan Bull, Jetdogs Studios,Zoom Out Games, 2015.0"
39210,"FINAL FANTASY XIV Online, Square Enix, 2014.0"
236790,"Agricultural Simulator 2013 - Steam Edition, Actalogic, 2013.0"
28000,"Kane &amp; Lynch 2: Dog Days, IO Interactive, 2010.0"
205910,"Tiny and Big: Grandpa's Leftovers, Black Pants Studio, 2012.0"
242800,"Day One : Garry's Incident, Wild Games Studio, 2013.0"
359050,"Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad, marbenx, 2015.0"
2420,"The Ship: Single Player, Outerlight Ltd., 2006.0"
316720,"planetarian ~the reverie of a little planet~, VisualArts/Key, 2004.0"
320140,"Absolute Drift, Funselektor Labs Inc.,FlippFly, 2015.0"
267530,"The LEGO® Movie - Videogame, TT Fusion,Traveller's Tales,Feral Interactive (Mac), 2014.0"
260210,"Assassin’s Creed® Liberation HD, Ubisoft Sofia, 2014.0"
254700,"resident evil 4 / biohazard 4, Capcom, 2014.0"
292120,"FINAL FANTASY® XIII, Square Enix, 2014.0"
263320,"Saturday Morning RPG, Mighty Rabbit Studios, 2014.0"
232750,"Mars: War Logs, Spiders, 2013.0"
313160,"Farming Simulator 15, Giants Software, 2014.0"
226740,"Monster Loves You!, Radial Games Corp,Dejobaan Games, LLC, 2013.0"
307170,"Borealis, Conrad Nelson, 2014.0"
386880,"Rake, Konsordo, 2015.0"
32380,"STAR WARS™ Jedi Knight: Dark Forces II, LucasArts, 1997.0"
22100,"Mount &amp; Blade, TaleWorlds Entertainment, 2008.0"
285480,"The Entente Gold, Lesta Studio, 2003.0"
378720,"Thea: The Awakening, MuHa Games, 2015.0"
339350,"Choice of Robots, Choice of Games, 2014.0"
